step,J,J_tensor,J_volume,J_reg,volume,grad_rms,step_rms,grey,perimeter,C11,C12,ms
203,0.98179,0.967436,4.75916e-09,0.0143537,0.499931,0.972565,0.0269009,0.0541077,0.305542,0.197496,0.0693351,1685.91
204,0.980608,0.966168,4.81868e-09,0.0144409,0.49993,0.972381,0.0268969,0.053772,0.305979,0.197423,0.0692474,1688.07
205,0.979442,0.964913,4.87879e-09,0.0145283,0.49993,0.972196,0.0268926,0.0535545,0.306417,0.19735,0.0691595,1684.71
206,0.978288,0.963672,4.9253e-09,0.0146166,0.499929,0.972025,0.0268876,0.0533218,0.30686,0.197276,0.0690711,1685.78
207,0.977146,0.96244,4.97337e-09,0.0147052,0.499929,0.971844,0.0268825,0.053112,0.307303,0.197201,0.0689821,1679.56
208,0.976021,0.961228,5.02275e-09,0.0147936,0.499929,0.971663,0.0268769,0.0527916,0.307741,0.197125,0.0688937,1678.1
209,0.974909,0.960027,5.06733e-09,0.0148818,0.499928,0.971449,0.0268716,0.0524445,0.308172,0.197047,0.0688048,1678.78
210,0.97381,0.95884,5.11695e-09,0.0149697,0.499928,0.971219,0.0268678,0.0522652,0.308598,0.196968,0.0687155,1679
211,0.972722,0.957663,5.15957e-09,0.0150586,0.499928,0.970982,0.0268665,0.0519142,0.309031,0.196889,0.0686252,1679.34
212,0.971647,0.956499,5.20488e-09,0.0151486,0.499928,0.970745,0.0268659,0.0515137,0.309472,0.196809,0.0685337,1679.16
213,0.970588,0.955349,5.24873e-09,0.0152396,0.499927,0.970492,0.0268676,0.0513,0.30992,0.196729,0.068441,1686.22
214,0.969547,0.954215,5.2974e-09,0.015332,0.499927,0.970246,0.0268715,0.0508957,0.310379,0.196648,0.0683475,1686.48
215,0.968526,0.953101,5.34823e-09,0.0154252,0.499927,0.970004,0.0268784,0.0506439,0.310843,0.196569,0.0682538,1685.78
216,0.967532,0.952013,5.39029e-09,0.0155187,0.499926,0.969728,0.0268897,0.0503578,0.311306,0.19649,0.0681598,1693.35
217,0.966567,0.950955,5.43854e-09,0.0156128,0.499926,0.969427,0.0269042,0.0500145,0.311771,0.196412,0.0680658,1692.63
218,0.965638,0.94993,5.48306e-09,0.0157075,0.499926,0.969118,0.0269208,0.0497513,0.312239,0.196335,0.0679726,1692.44
219,0.964743,0.948941,5.53467e-09,0.0158023,0.499925,0.96876,0.0269409,0.0494347,0.312705,0.196258,0.0678805,1688.52
220,0.963885,0.947988,5.59612e-09,0.0158977,0.499925,0.968386,0.0269655,0.0491638,0.313171,0.196181,0.0677896,1686.12
221,0.963063,0.947069,5.64426e-09,0.0159947,0.499925,0.968022,0.0269928,0.0487671,0.31365,0.196104,0.0676988,1692.92
222,0.962274,0.946181,5.69526e-09,0.0160932,0.499924,0.967654,0.0270207,0.0484695,0.31414,0.196028,0.0676077,1692.99
223,0.961519,0.945326,5.74669e-09,0.0161921,0.499924,0.967259,0.0270499,0.0481453,0.314629,0.195951,0.0675163,1697.92
224,0.960797,0.944506,5.80987e-09,0.0162914,0.499923,0.96687,0.0270799,0.0476685,0.315117,0.195876,0.067425,1703.04
225,0.96011,0.943719,5.86661e-09,0.0163908,0.499923,0.966474,0.0271102,0.0474777,0.315602,0.195803,0.0673333,1694.61
226,0.959453,0.942961,5.93168e-09,0.0164915,0.499923,0.96612,0.0271386,0.0472221,0.316095,0.195731,0.0672412,1693.38
227,0.958827,0.942236,5.99922e-09,0.0165916,0.499922,0.965789,0.0271664,0.0469398,0.316579,0.195663,0.0671493,1692.46
228,0.958228,0.941537,6.05209e-09,0.0166912,0.499922,0.965457,0.0271923,0.0465736,0.317054,0.195599,0.0670572,1692.86
229,0.957652,0.940861,6.10922e-09,0.0167911,0.499921,0.965144,0.0272175,0.046257,0.317528,0.195537,0.0669644,1692.51
230,0.957098,0.940207,6.16488e-09,0.016891,0.499921,0.964881,0.0272411,0.0460281,0.317996,0.19548,0.0668717,1695.28
231,0.956563,0.939573,6.21372e-09,0.0169903,0.499921,0.964661,0.027262,0.0457916,0.318456,0.195425,0.0667793,1694.19
232,0.956044,0.938956,6.26923e-09,0.0170886,0.499921,0.9644,0.0272818,0.0455818,0.318903,0.195371,0.0666871,1692.83
233,0.95554,0.938354,6.31717e-09,0.0171863,0.49992,0.964149,0.0273014,0.0454788,0.319341,0.195317,0.0665958,1693.03
234,0.955048,0.937764,6.3604e-09,0.017284,0.49992,0.963896,0.02732,0.0453644,0.319776,0.195264,0.066505,1694.11
235,0.954567,0.937186,6.41026e-09,0.017381,0.49992,0.963651,0.0273365,0.0451584,0.3202,0.195213,0.0664145,1692.56
236,0.954094,0.936618,6.45255e-09,0.0174763,0.499919,0.96332,0.0273532,0.0450287,0.320606,0.195165,0.0663246,1694.15
237,0.953629,0.936058,6.5084e-09,0.0175711,0.499919,0.962991,0.0273703,0.0448914,0.321004,0.195121,0.0662356,1693.75
238,0.953173,0.935507,6.56287e-09,0.0176654,0.499919,0.962659,0.0273887,0.0447502,0.321395,0.195078,0.0661474,1693.4
239,0.952728,0.934968,6.63151e-09,0.0177596,0.499918,0.962379,0.0274059,0.0447044,0.321782,0.195036,0.0660607,1692.95
240,0.952292,0.93444,6.68957e-09,0.0178529,0.499918,0.962082,0.0274231,0.0445747,0.322159,0.194997,0.0659753,1693.33
241,0.951865,0.933919,6.75904e-09,0.0179457,0.499917,0.961787,0.0274401,0.0444832,0.322527,0.194968,0.0658905,1692.66
242,0.951439,0.933401,6.80958e-09,0.0180389,0.499917,0.961469,0.027458,0.0443497,0.322898,0.194953,0.0658053,1701.22
243,0.951015,0.932882,6.86685e-09,0.0181335,0.499917,0.961161,0.0274761,0.044178,0.323278,0.194951,0.0657192,1700.58
244,0.950596,0.932368,6.94273e-09,0.0182278,0.499916,0.96084,0.0274952,0.0440254,0.323654,0.194956,0.0656333,1700.01
245,0.950183,0.931861,7.02326e-09,0.018322,0.499916,0.960514,0.027513,0.0438347,0.324025,0.194963,0.0655478,1700.21
246,0.949776,0.931361,7.1064e-09,0.018415,0.499915,0.960132,0.0275308,0.0437546,0.324383,0.194969,0.0654632,1700.28
247,0.949374,0.930867,7.18934e-09,0.0185076,0.499915,0.959736,0.0275493,0.0436707,0.324736,0.194974,0.065379,1699.33
248,0.948978,0.930377,7.27443e-09,0.0186004,0.499914,0.959318,0.0275695,0.0436363,0.325087,0.194972,0.0652955,1699.45
249,0.948586,0.929891,7.36056e-09,0.0186947,0.499914,0.95893,0.0275899,0.0435181,0.32545,0.194967,0.0652123,1701.75
250,0.948201,0.929412,7.44734e-09,0.0187888,0.499913,0.958525,0.0276109,0.0433197,0.325808,0.194956,0.0651301,1699.25
251,0.947818,0.928934,7.54207e-09,0.0188845,0.499913,0.958154,0.0276305,0.0432434,0.326178,0.194941,0.0650478,1700.69
252,0.947441,0.928462,7.64391e-09,0.0189798,0.499912,0.957785,0.0276503,0.0432167,0.326542,0.194915,0.0649665,1678.19
253,0.947067,0.927992,7.74291e-09,0.0190757,0.499911,0.957422,0.0276694,0.0429955,0.326909,0.194887,0.0648852,1679.33
254,0.946698,0.927526,7.84561e-09,0.0191716,0.499911,0.957056,0.0276884,0.0426216,0.327273,0.194855,0.0648044,1678.17
255,0.946332,0.927065,7.95832e-09,0.0192675,0.49991,0.95668,0.0277076,0.042408,0.327635,0.19482,0.0647241,1680.14
256,0.945977,0.926615,8.07409e-09,0.0193617,0.499909,0.956324,0.027726,0.0422897,0.327978,0.194779,0.0646456,1677.83
257,0.945628,0.926174,8.19127e-09,0.0194542,0.499909,0.955926,0.027745,0.0421867,0.328306,0.194733,0.0645685,1685.93
258,0.945285,0.925739,8.2986e-09,0.0195466,0.499908,0.955546,0.0277631,0.0421028,0.32863,0.194685,0.0644922,1685.04
259,0.944947,0.925309,8.40887e-09,0.0196386,0.499908,0.955122,0.027782,0.0419197,0.328949,0.194637,0.0644166,1685.21
260,0.944615,0.924884,8.53206e-09,0.0197308,0.499907,0.954707,0.0278005,0.0418739,0.329268,0.194588,0.0643419,1685.23
261,0.944288,0.924465,8.65462e-09,0.019823,0.499906,0.954291,0.0278203,0.0417557,0.329586,0.194535,0.0642681,1685.7
262,0.943969,0.924053,8.77738e-09,0.0199162,0.499906,0.953912,0.027839,0.0416374,0.329909,0.19448,0.0641955,1685.5
263,0.943656,0.923647,8.90222e-09,0.0200095,0.499905,0.95352,0.0278579,0.0416145,0.330231,0.194423,0.064124,1691.53
264,0.943351,0.923248,9.02579e-09,0.0201037,0.499904,0.953163,0.0278757,0.0415115,0.330559,0.194365,0.0640541,1700.56
265,0.943057,0.92286,9.1506e-09,0.0201964,0.499904,0.952786,0.0278946,0.0413704,0.330872,0.194305,0.0639862,1693.21
266,0.942768,0.922479,9.27135e-09,0.0202887,0.499903,0.952438,0.0279132,0.0412331,0.33118,0.194245,0.0639197,1699.1
267,0.942485,0.922105,9.39731e-09,0.0203798,0.499902,0.952088,0.0279308,0.0411797,0.331475,0.194184,0.0638545,1699.53
268,0.942208,0.921739,9.52511e-09,0.0204691,0.499902,0.951725,0.0279494,0.040966,0.331753,0.194123,0.0637909,1698.79
269,0.941936,0.921378,9.64879e-09,0.0205577,0.499901,0.95136,0.0279684,0.0408325,0.332024,0.194063,0.0637283,1706.67
270,0.941667,0.92102,9.7707e-09,0.0206465,0.499901,0.951004,0.0279862,0.0406647,0.332295,0.194005,0.0636662,1706.41
271,0.941399,0.920665,9.89138e-09,0.0207344,0.4999,0.950624,0.0280048,0.0405502,0.332556,0.193948,0.0636046,1699.38
272,0.941136,0.920315,1.00199e-08,0.0208212,0.499899,0.950263,0.0280228,0.0403519,0.332807,0.193892,0.0635439,1699.7
273,0.940875,0.919969,1.0148e-08,0.020906,0.499899,0.949872,0.0280416,0.0402603,0.33304,0.193837,0.063484,1699.47
274,0.940616,0.919626,1.02825e-08,0.0209906,0.499898,0.949491,0.028061,0.0400581,0.33327,0.193782,0.0634245,1706.57
275,0.940359,0.919284,1.04099e-08,0.0210754,0.499897,0.949125,0.0280792,0.0399323,0.3335,0.193728,0.0633652,1712.8
276,0.940104,0.918945,1.05405e-08,0.021159,0.499897,0.948736,0.0280973,0.039856,0.33372,0.193672,0.0633063,1719.69
277,0.93985,0.918609,1.06753e-08,0.0212411,0.499896,0.948331,0.0281159,0.039814,0.333926,0.193615,0.063248,1718.34
278,0.939598,0.918276,1.08117e-08,0.0213223,0.499895,0.947944,0.0281341,0.0397377,0.334124,0.193557,0.0631901,1712.79
279,0.939347,0.917944,1.09558e-08,0.0214022,0.499895,0.947532,0.0281528,0.0396919,0.334309,0.193498,0.0631328,1703.84
280,0.939096,0.917613,1.1073e-08,0.0214824,0.499894,0.947127,0.0281705,0.0396042,0.334497,0.193439,0.0630756,1704.8
281,0.938844,0.917281,1.11888e-08,0.0215624,0.499894,0.946668,0.028189,0.0395279,0.334682,0.19338,0.0630185,1705.21
282,0.938591,0.916947,1.13113e-08,0.0216438,0.499893,0.946228,0.0282074,0.0394135,0.334877,0.19332,0.0629612,1702.81
283,0.938338,0.916612,1.14336e-08,0.0217259,0.499892,0.945779,0.0282249,0.0393982,0.335076,0.193261,0.0629037,1704.83
284,0.938084,0.916275,1.15568e-08,0.021809,0.499892,0.94532,0.0282423,0.0393219,0.335282,0.193202,0.0628461,1704.88
285,0.937831,0.915939,1.16739e-08,0.0218915,0.499891,0.944831,0.0282598,0.0392418,0.335482,0.193147,0.0627887,1733.28
286,0.937578,0.915603,1.1788e-08,0.0219748,0.499891,0.944327,0.0282773,0.0391541,0.335688,0.19309,0.0627314,1761.49
287,0.937324,0.915265,1.19079e-08,0.0220593,0.49989,0.943824,0.0282961,0.0391808,0.335901,0.193033,0.0626741,1765.4
288,0.937072,0.914926,1.20331e-08,0.0221461,0.49989,0.943356,0.0283148,0.0391006,0.33613,0.192976,0.0626167,1761.98
289,0.936822,0.91459,1.21712e-08,0.0222319,0.499889,0.942879,0.0283336,0.0390434,0.336352,0.192922,0.0625598,1764.68
290,0.936575,0.914257,1.22978e-08,0.0223173,0.499889,0.942415,0.0283521,0.0389786,0.336568,0.192868,0.0625035,1765.33
291,0.936328,0.913927,1.24154e-08,0.0224014,0.499888,0.941916,0.0283719,0.038826,0.336773,0.192819,0.0624476,1764.28
292,0.936081,0.913595,1.253e-08,0.0224863,0.499888,0.941424,0.0283921,0.0387459,0.336983,0.192771,0.0623916,1765.43
293,0.935835,0.913265,1.26527e-08,0.0225705,0.499887,0.940918,0.0284127,0.0387115,0.337186,0.192728,0.0623358,1762.08
294,0.935589,0.912934,1.27647e-08,0.0226549,0.499887,0.940409,0.0284336,0.0386925,0.33739,0.192688,0.0622801,1763.99
295,0.935344,0.912604,1.28644e-08,0.0227398,0.499886,0.939915,0.0284544,0.038681,0.337596,0.192653,0.0622244,1766.3
296,0.935098,0.912273,1.29853e-08,0.0228245,0.499886,0.939401,0.0284754,0.038578,0.3378,0.19262,0.0621688,1767.24
297,0.934851,0.911942,1.30866e-08,0.0229089,0.499885,0.938875,0.0284967,0.0385056,0.338,0.192594,0.0621129,1781.45
298,0.934604,0.911609,1.31831e-08,0.0229947,0.499885,0.938335,0.0285175,0.0384407,0.33821,0.192572,0.0620566,1761.56
299,0.934357,0.911276,1.32909e-08,0.0230809,0.499884,0.937815,0.0285381,0.0383492,0.338421,0.192553,0.0620002,1762.17
