# alloy_dendrite_hip_growth, LUMI-G job 22045158, 192^2, dx=0.8, 4000 steps.
# Frozen five-arm flags unchanged from 22043824. New columns: el_wstar, el_balance_rel.
# F = int f_el dV; W* = -1/2 int sigma:eps*; el_balance_rel = |F-W*| / max(|F|,|W*|,1e-30).
run_id,step,t,t_pf_ms,t_el_ms,el_iters,el_energy,el_wstar,el_balance_rel,el_residual,el_max_dfel,mean_p,sig_vm_max,x_tip,v_tip,rho_tip
thermal,3800,45.600000,0.324072,7.728789,5,3.120855e-03,3.120873e-03,5.673e-06,8.856e-07,7.543191e-06,3.105787e-20,2.801968e-03,94.361487,1.040014e-01,9.825488
thermal,4000,48.000000,0.306237,7.724210,5,3.273981e-03,3.273999e-03,5.392e-06,9.301e-07,7.660639e-06,-7.712706e-20,2.824364e-03,94.654071,1.219098e-01,9.714550
both,200,2.400000,0.303030,13.863943,9,3.415060e-03,3.415049e-03,3.285e-06,7.508e-07,2.938141e-05,-2.917558e-21,4.899461e-03,87.744753,0.000000e+00,9.468589
both,400,4.800000,0.303131,12.354302,8,3.013084e-03,3.013074e-03,3.160e-06,9.617e-07,2.983470e-05,3.068142e-20,4.579844e-03,88.435694,2.878918e-01,9.526918
both,600,7.200000,0.298872,12.357989,8,2.698683e-03,2.698676e-03,2.496e-06,7.835e-07,2.751101e-05,9.785583e-20,4.243619e-03,89.013201,2.406283e-01,9.588180
both,800,9.600000,0.297259,10.822467,7,2.448926e-03,2.448914e-03,4.643e-06,9.923e-07,2.476179e-05,-2.494041e-20,3.937921e-03,89.467014,1.890885e-01,9.737156
both,1000,12.000000,0.309242,10.835082,7,2.248211e-03,2.248202e-03,3.920e-06,9.414e-07,2.258531e-05,-1.990527e-20,3.651340e-03,89.948259,2.005189e-01,9.611583
both,1200,14.400000,0.296447,10.818339,7,2.087571e-03,2.087564e-03,3.346e-06,8.183e-07,2.054516e-05,-5.733942e-20,3.421965e-03,90.333937,1.606990e-01,9.764893
both,1400,16.800000,0.299023,10.811035,7,1.956506e-03,1.956500e-03,2.906e-06,7.692e-07,1.868806e-05,-2.764621e-20,3.231837e-03,90.753025,1.746201e-01,9.618688
both,1600,19.200000,0.300255,10.804532,7,1.850327e-03,1.850323e-03,2.525e-06,6.804e-07,1.733081e-05,1.487013e-20,3.063709e-03,91.086617,1.389965e-01,9.766043
both,1800,21.600000,0.302950,10.815063,7,1.761998e-03,1.761994e-03,2.220e-06,6.846e-07,1.626448e-05,1.957587e-20,2.906906e-03,91.476847,1.625959e-01,9.639746
both,2000,24.000000,0.301998,9.310792,6,1.690839e-03,1.690834e-03,2.559e-06,9.960e-07,1.536813e-05,4.526921e-20,2.786968e-03,91.777331,1.252017e-01,9.733992
both,2200,26.400000,0.299323,10.824882,7,1.630082e-03,1.630079e-03,1.723e-06,6.177e-07,1.444407e-05,-1.051733e-20,2.667409e-03,92.128754,1.464262e-01,9.721590
both,2400,28.800000,0.300606,9.320981,6,1.580990e-03,1.580987e-03,1.968e-06,9.695e-07,1.375254e-05,6.588034e-21,2.580684e-03,92.432718,1.266515e-01,9.640702
both,2600,31.200000,0.299243,9.299119,6,1.539834e-03,1.539832e-03,1.754e-06,8.988e-07,1.315652e-05,-5.388071e-21,2.490627e-03,92.708724,1.150029e-01,9.779206
both,2800,33.600000,0.297770,10.814642,7,1.504749e-03,1.504748e-03,1.191e-06,5.500e-07,1.266493e-05,2.001115e-20,2.404166e-03,93.042880,1.392314e-01,9.671892
both,3000,36.000000,0.297470,9.304700,6,1.477419e-03,1.477417e-03,1.341e-06,8.097e-07,1.228281e-05,-1.063497e-20,2.341011e-03,93.300980,1.075416e-01,9.701508
both,3200,38.400000,0.300505,9.297987,6,1.453720e-03,1.453718e-03,1.205e-06,9.102e-07,1.183629e-05,3.152845e-21,2.273309e-03,93.568735,1.115649e-01,9.798168
both,3400,40.800000,0.298973,9.304449,6,1.434147e-03,1.434145e-03,1.041e-06,9.356e-07,1.142191e-05,-1.043498e-20,2.215232e-03,93.876176,1.281001e-01,9.676162
both,3600,43.200000,0.298431,9.293578,6,1.419878e-03,1.419876e-03,9.078e-07,7.143e-07,1.116001e-05,1.621127e-20,2.187495e-03,94.111897,9.821741e-02,9.733505
both,3800,45.600000,0.295326,9.313356,6,1.407276e-03,1.407275e-03,8.221e-07,8.526e-07,1.084904e-05,2.778739e-20,2.158626e-03,94.361506,1.040036e-01,9.825463
both,4000,48.000000,0.300475,9.310020,6,1.397347e-03,1.397346e-03,6.993e-07,8.898e-07,1.062007e-05,-3.705769e-22,2.128361e-03,94.654089,1.219094e-01,9.714518
