# Parseval spatial L2 error vs occupancy f for each family. fd_order 0 is the spectral operator (identically zero).
family_id,fd_order,content_fraction,N,dim,tau,l2_error
separable_exponential,8,2.0000000000e-01,64,3,1.0000000000e+00,1.0742122520e-08
separable_exponential,12,2.0000000000e-01,64,3,1.0000000000e+00,1.3655152961e-10
separable_exponential,0,2.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,2.5000000000e-01,64,3,1.0000000000e+00,2.9622169878e-04
separable_exponential,4,2.5000000000e-01,64,3,1.0000000000e+00,9.2793802189e-06
separable_exponential,6,2.5000000000e-01,64,3,1.0000000000e+00,6.0288647482e-07
separable_exponential,8,2.5000000000e-01,64,3,1.0000000000e+00,6.2872916963e-08
separable_exponential,12,2.5000000000e-01,64,3,1.0000000000e+00,1.7555181931e-09
separable_exponential,0,3.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,3.0000000000e-01,64,3,1.0000000000e+00,4.3845656704e-04
separable_exponential,4,3.0000000000e-01,64,3,1.0000000000e+00,1.9518816642e-05
separable_exponential,6,3.0000000000e-01,64,3,1.0000000000e+00,1.7823394134e-06
separable_exponential,8,3.0000000000e-01,64,3,1.0000000000e+00,2.5758437816e-07
separable_exponential,12,3.0000000000e-01,64,3,1.0000000000e+00,1.3188604986e-08
separable_exponential,0,3.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,3.5000000000e-01,64,3,1.0000000000e+00,6.0711599769e-04
separable_exponential,4,3.5000000000e-01,64,3,1.0000000000e+00,3.6246433304e-05
separable_exponential,6,3.5000000000e-01,64,3,1.0000000000e+00,4.3810168232e-06
separable_exponential,8,3.5000000000e-01,64,3,1.0000000000e+00,8.2495446258e-07
separable_exponential,12,3.5000000000e-01,64,3,1.0000000000e+00,6.8233468116e-08
separable_exponential,0,4.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,4.0000000000e-01,64,3,1.0000000000e+00,8.0169465057e-04
separable_exponential,4,4.0000000000e-01,64,3,1.0000000000e+00,6.1505676661e-05
separable_exponential,6,4.0000000000e-01,64,3,1.0000000000e+00,9.4119524926e-06
separable_exponential,8,4.0000000000e-01,64,3,1.0000000000e+00,2.2059142793e-06
separable_exponential,12,4.0000000000e-01,64,3,1.0000000000e+00,2.6849661091e-07
separable_exponential,0,4.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,4.5000000000e-01,64,3,1.0000000000e+00,1.0217472894e-03
separable_exponential,4,4.5000000000e-01,64,3,1.0000000000e+00,9.7473949561e-05
separable_exponential,6,4.5000000000e-01,64,3,1.0000000000e+00,1.8247470859e-05
separable_exponential,8,4.5000000000e-01,64,3,1.0000000000e+00,5.1390107328e-06
separable_exponential,12,4.5000000000e-01,64,3,1.0000000000e+00,8.5764906215e-07
separable_exponential,0,5.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,5.0000000000e-01,64,3,1.0000000000e+00,1.2668381635e-03
separable_exponential,4,5.0000000000e-01,64,3,1.0000000000e+00,1.4640959083e-04
separable_exponential,6,5.0000000000e-01,64,3,1.0000000000e+00,3.2628126355e-05
separable_exponential,8,5.0000000000e-01,64,3,1.0000000000e+00,1.0738992495e-05
separable_exponential,12,5.0000000000e-01,64,3,1.0000000000e+00,2.3256825265e-06
separable_exponential,0,5.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,5.5000000000e-01,64,3,1.0000000000e+00,1.5365108421e-03
separable_exponential,4,5.5000000000e-01,64,3,1.0000000000e+00,2.1059833601e-04
separable_exponential,6,5.5000000000e-01,64,3,1.0000000000e+00,5.4644492899e-05
separable_exponential,8,5.5000000000e-01,64,3,1.0000000000e+00,2.0550109352e-05
separable_exponential,12,5.5000000000e-01,64,3,1.0000000000e+00,5.5222271159e-06
separable_exponential,0,6.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,6.0000000000e-01,64,3,1.0000000000e+00,1.8302658974e-03
separable_exponential,4,6.0000000000e-01,64,3,1.0000000000e+00,2.9229179265e-04
separable_exponential,6,6.0000000000e-01,64,3,1.0000000000e+00,8.6679644176e-05
separable_exponential,8,6.0000000000e-01,64,3,1.0000000000e+00,3.6544750531e-05
separable_exponential,12,6.0000000000e-01,64,3,1.0000000000e+00,1.1728073212e-05
separable_exponential,0,6.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,6.5000000000e-01,64,3,1.0000000000e+00,2.1475317424e-03
separable_exponential,4,6.5000000000e-01,64,3,1.0000000000e+00,3.9361811369e-04
separable_exponential,6,6.5000000000e-01,64,3,1.0000000000e+00,1.3128455706e-04
separable_exponential,8,6.5000000000e-01,64,3,1.0000000000e+00,6.1024448009e-05
separable_exponential,12,6.5000000000e-01,64,3,1.0000000000e+00,2.2619587558e-05
separable_exponential,0,7.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,7.0000000000e-01,64,3,1.0000000000e+00,2.4876099832e-03
separable_exponential,4,7.0000000000e-01,64,3,1.0000000000e+00,5.1643973770e-04
separable_exponential,6,7.0000000000e-01,64,3,1.0000000000e+00,1.9096287458e-04
separable_exponential,8,7.0000000000e-01,64,3,1.0000000000e+00,9.6400531979e-05
separable_exponential,12,7.0000000000e-01,64,3,1.0000000000e+00,4.0100589449e-05
separable_exponential,0,7.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,7.5000000000e-01,64,3,1.0000000000e+00,2.8495817846e-03
separable_exponential,4,7.5000000000e-01,64,3,1.0000000000e+00,6.6215447865e-04
separable_exponential,6,7.5000000000e-01,64,3,1.0000000000e+00,2.6788457551e-04
separable_exponential,8,7.5000000000e-01,64,3,1.0000000000e+00,1.4489226761e-04
separable_exponential,12,7.5000000000e-01,64,3,1.0000000000e+00,6.6046501816e-05
separable_exponential,0,8.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,8.0000000000e-01,64,3,1.0000000000e+00,3.2321818275e-03
separable_exponential,4,8.0000000000e-01,64,3,1.0000000000e+00,8.3147788721e-04
separable_exponential,6,8.0000000000e-01,64,3,1.0000000000e+00,3.6359875540e-04
separable_exponential,8,8.0000000000e-01,64,3,1.0000000000e+00,2.0822852871e-04
separable_exponential,12,8.0000000000e-01,64,3,1.0000000000e+00,1.0204324540e-04
separable_exponential,0,8.5000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,8.5000000000e-01,64,3,1.0000000000e+00,3.6336708363e-03
separable_exponential,4,8.5000000000e-01,64,3,1.0000000000e+00,1.0242718660e-03
separable_exponential,6,8.5000000000e-01,64,3,1.0000000000e+00,4.7882619529e-04
separable_exponential,8,8.5000000000e-01,64,3,1.0000000000e+00,2.8743373280e-04
separable_exponential,12,8.5000000000e-01,64,3,1.0000000000e+00,1.4919016230e-04
separable_exponential,0,9.0000000000e-01,64,3,1.0000000000e+00,0
separable_exponential,2,9.0000000000e-01,64,3,1.0000000000e+00,4.0517486150e-03
separable_exponential,4,9.0000000000e-01,64,3,1.0000000000e+00,1.2394739174e-03
separable_exponential,6,9.0000000000e-01,64,3,1.0000000000e+00,6.1337794006e-04
separable_exponential,8,9.0000000000e-01,64,3,1.0000000000e+00,3.8273568193e-04
separable_exponential,12,9.0000000000e-01,64,3,1.0000000000e+00,2.0799861745e-04
